sentiment,content
sadness,First my work computer, now my home laptop is fucked.
fear,#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn't working . try tomorrow .
fear,#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates
fear,@debbylovespr I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.
fear,gosh... summer vacation is almost over here at the philippines.. kinda sad..  i wonder what section will i be in?
fear,I'm bummed that I can't wear my sweet Nike kicks to work.
fear,@Pickleybaby - your twitter is broken
sadness,@joek949 It's depressing I'm stuck inside all day
fear,@rachelasha I even saw the news feeds of the archie website. But can't believe he'd choose veronica. I'm disappointed
sadness,i hate being sick. i miss @cynthiasheree @lucyowns and @larilync
joy,Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year
sadness,Woke Up,I Wanna Stay In My bed
fear,depressed that i wasn't included in the morcom gardens quiz on facebook
fear,@dravenreborn yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here
sadness,Upsidedown tomato plants died!
sadness,So deep its priecing my soul
fear,@ashleypratt Oh come on!!! You get next week off and I get next week full of exams!
fear,@vocabularies i know, don't tell anyone  i dont know if my dad told the famz yet. i think i'm taking it online.
sadness,@ddlovato Caan't Iht Be Earlier? ICant Wait That Long.  Ahar. (:
joy,Friday yay!! And a bonus, don't have to drive to Wales tonight.  Athough will miss kitten cuddles and going for a ride
fear,My children have promised me birthday brekkie in bed. There's a problem with that in that there's bugger all food in the house
fear,@RDeRozario woops! I only just realized my DMs to you are not going through
surprise,I cant use my blackberry today. This sucks.
joy,Q: what studio created 'Open Season'? should google it or look at the dvd downstairs but feeling lazy
sadness,@prncsztalia why do you hate me!?
anger,time for tv in bed.Then spending all day catching up on studying  i hate online summer classes
sadness,http://twitpic.com/663vr - Wanted to visit the animals but we were too late
fear,@prime8507 PC I agree...  We have a problem. We must stop spending and only work!!!
sadness,#jonaswebcast i just missed it!!!!
anger,Dang it! I REALLY look like crap!! Sigh only had 35mins to shower and 10mins to get ready
sadness,So exhausted..can't sleep. I don't like these nights
sadness,i'm gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don't have access to the interwebz
surprise,lol i cant drink!!
surprise,if bill compton has wii, why can't he have twitter?
sadness,@NothinButSin sorry to hear that.
fear,Morning ;Sports day today, and I have to do the three-legged race with @Weefeetfrankie  ; Mr Pettigrew said I'm not aloud to trip her up
sadness,Just found out I can't drink at this bar! Booo missing e1 at palomino's! No cheers sad face
fear,Cannot sleep. 2+ hours of tossing and turning.
fear,Omg going to die of swine flu when I go to Melbourne
anger,Packing  I don't like it..
sadness,finished a whole box of ice cream
fear,@crispynoodles plus I just deposited tax return cheque but for first time in 7+ years it didn't clear immediately
love,Photo: martwo: OMG i love you!!!! i accadentally deleted this photo  yay hes SO beautiful http://tumblr.com/xvd1wankt
fear,@AshleighRyder I knooww  &amp; my hot water bottle iss in whangamata without me. ahhhhh
joy,@charlieboy808 thanks for the rt and sorry about your new place with the domestics
joy,Ok, other then my shoe, the club is cool. Its fun, and its poppin except 4 the ppl tryna dance wit me
fear,Holy crap! It's raining in LA and I don't have a jacket!  oh no.
fear,Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.
joy,@o0hemmy lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it
sadness,@chrisontv88 btw I am not a wimp
joy,@kaseypoteet LOL yeah yeah you big perv ;) Was hoping to see you next week but scrapped plans
fear,Rejecting all food substances.
fear,@bigyahu no I was trying to interview Dr Paul Twomey, CEO of ICANN. Phone issues cut the interview from 30 mins to 15.
sadness,@queenbmakeup i can't add you on myspace girly  it asks for a last name and email
anger,back at Vienna (  ), sooo tired, luggage lost, Manchester 'd been great - very good outcome from Seminar at MBS &amp; great people around ...
fear,@meghanwong don't think i can take a needle. watched a horribly gory short film on drugs a few months ago. i'm scarred for life.
sadness,I don't wanna go back to work   sleepy time.
fear,@jprestonian It feels not good.
fear,Thinking about getting up for work
fear,I was a very naughty girl tonight. dissappointed with myself
fear,@rbuerckner That's better than Missy 8 telling me I should be on The Biggest Loser
sadness,http://bit.ly/3W9w1  NOOOO! he goes for Orlando! OMG  I'm gonna CRY!!!!!!!!
surprise,@MyCakesRock  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !
surprise,Just saw a fox!  as i was getting on the freeway... I hope it goes home
surprise,recapping on britains got talent. britain seems more talented than america
love,good time Rocking out @ open mic, thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite
sadness,@johnpopham Morning John, yes I do, however I have a diary clash and sadly can't attend!
sadness,I miss my friend
sadness,Yea i just saw this really sad commercial
sadness,Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun
joy,@plantweb  Lettuce &amp; spinach does best in cool weather.. I live in florida..not much luck growing those..
love,@IkramShahnawaz Oh I love 'em, but when I think about the kind of preservatives they're using to stay &quot;just-baked&quot; it kinda makes me sick
fear,@elephantgravy my new lens isn't working. It worked for a bit and now gives an fEE error
sadness,Hates having to sleep alone
fear,back at school again. almost weekend. oh wait, i gotta work from eight to four tonight
sadness,I loved johnny carson now I'm going to hate seeing jay leno go
sadness,even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn't like us happy  haha
fear,doing my english essay (on r&amp;j...wtf) that i should have done a long time ago when it was assigned last thursday
fear,@Tiff_Tiff_Marie  I think I do it too much....
sadness,@razitul ya. i was suffering the whole day yesterday. met dentist and feel a bit better. i still look like rocky balboa though
fear,@GQbound I didn't end up really eating  had more snacks. sigh
surprise,FINALLY...the internet is up. The server is down in Phoenix and it was fucked up.
fear,@Harishk: @krist0ph3r @saurabh sorry guys i have to drop out of the trip... some personal commitments..
sadness,I didn't get a callback for the play I cried...  oh well I guess it's back to being a techie..
joy,@UniqueMakis Awesome! Wish I could fly out to see her
sadness,@lunafactor I kinda wish I went with you now!.. I can't fall asleep
joy,@nawid nope  het is LOST&amp;found he ;-)
fear,At Rocky Cola Diner in Whittier tonight with teacher pal Mr. B, we had a great time chatting but no one else came...
love,@heresmyhello92 LOL, very true. Maybe next year. I loooved that siggy, and I don't remember what the password for the mod thing was  Cake?
fear,ummm sooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body
fear,@charleyboorman http://twitpic.com/65623 - OUCH!! That looks so painful
joy,@JetWolf I know I enjoy watching you two on twitter. About as entertaining as the comic.  That I miss
sadness,@Dakshinamurti Not yet... sorry
fear,All I want to do is sit back &amp; relax for a little while. How can that be this difficult?!
fear,@zhenerak I thought I was your best friend?
sadness,FALL ASLEEP ON ME AGAIN  But I know how it feels now LOL. Drag Me To Hell tonight! Quite excited
fear,god i cant even catch public transport. swine flu is shit house
fear,Dad just said that our trip to UK is cancelled, due to da swine flu. Ooops! Sorry abang.
love,Hahaha! Alright  ..
anger,@guitar21g @jackie_hussein i have to wake up earlier than i thought.. my dad wants me to take him food at 9AM! no0o0o0o!
joy,someone take me to LA  I NEED TO SEE THE LEMON TREE
sadness,um... so I don't think my text msgs have a &quot;subject line&quot; ... I fail
sadness,tummy ache.
surprise,Math quiz: If Meow =  but Allergies =   then Meow + Allergies = ?
love,wants see my friends  ;-) http://plurk.com/p/wxnwa
fear,@goddessfleur youre so far away, I don't know what to do....
joy,@hiracdelest who's the one always working now?  oh yeah, still me.
sadness,@askegg I'm sorry, Andrew. I wish there was something I could do...
sadness,as if i finsh work at eleven.. IS THAT EVEN ALLOWD?  cauz i really dont want to.. lol
sadness,@AmandaMallard i'm not at chaseton's either  please don't die, my heart will be really sad
joy,that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.
fear,@omgjoker o its feels like a hot box and no matter where i go in here it still feels like a hot box! ice cream isn't working n e more
fear,Very Sad.... please get better Grandma
fear,@aannniieee uuuugh  i hate everything
fear,Gosh. Today's weather is HOrriTerrible! Extreme hotness. I'm losing a lot of water weight by doing nothing.  - http://tweet.sg
fear,Is taking a moment to reflect...I want my annonymity back,FB!!!!  Is it safe to say anything about someone else to another friend again?
surprise,@pastorpeterko Hey Peter, thanks for the follow. So many Sydney pastors tweet!!! Shame no Bris pastors are on Twitter; we're behind.
surprise,aku kbangun gara2 mimpi @manyolitha, very bad dream
fear,@alyssainescruz aww. me too  annoying!!! :|
sadness,I can't sleep, this is so darn frustrating.
joy,My BFF rocking Hotel California now. No @NKOTB songs!  done stay the same. What's next? Hmmm.. Careless whisper!
sadness,@stormyamorette just one of those days where loneliness creeps up on you slaps you in the face.
